PassengerId,Survived,Probability
1035,0,0.21197827793610338
1036,0,0.2629387768156805
1037,0,0.03449270349631644
1038,0,0.2659053414553037
1039,0,0.1226138488335821
1040,0,0.3724017631264493
1041,0,0.1348335033857033
1042,1,0.9774267965659522
1043,0,0.14046353360255798
1044,0,0.034321583666423176
1045,1,0.5165970611673556
1046,0,0.03917220519663869
1047,0,0.11476696199476191
1048,1,0.9766133476480187
1049,1,0.6775159382023984
1050,0,0.39984730690897596
1051,1,0.607625481151428
1052,1,0.6995619455177298
1053,0,0.18440239895694885
1054,1,0.8097554638225147
1055,0,0.10056962228155365
1056,0,0.13626692886516445
1057,1,0.5564652736829353
1058,0,0.4659732479948395
1059,0,0.06629499734530206
1060,1,0.931271313123999
1061,1,0.6865276280483216
1062,0,0.1008037980755941
1063,0,0.14451873280544034
1064,0,0.08802655408687168
1065,0,0.14008552644448496
1066,0,0.03127350790329201
1067,1,0.8512288379322528
1068,1,0.8551791968542337
1069,0,0.33350906764053273
1070,1,0.9699184646040334
1071,1,0.8764746863100951
1072,0,0.19048547825669288
1073,0,0.4859799565494138
1074,1,0.7738056621808321
1075,0,0.1298528468649609
1076,1,0.7735289573394541
1077,0,0.1423146117003008
1078,1,0.8254169856882443
1079,0,0.07525461503482639
1080,0,0.0942416445564981
1081,0,0.14060143514610776
1082,0,0.1309782386934891
1083,0,0.37179752388481896
1084,0,0.11618010337510697
1085,0,0.09183188743567272
1086,0,0.3144421822147363
1087,0,0.08559730506934446
1088,1,0.8265407423746208
1089,1,0.7158013838945889
1090,0,0.2307284206379994
1091,1,0.6368854576242371
1092,1,0.707181198289637
1093,0,0.20192471105009965
1094,1,0.6230724227957009
1095,1,0.8439937738279009
1096,0,0.2180797914531525
1097,0,0.4624523696395557
1098,1,0.6435670047176796
1099,0,0.22434075164773526
1100,1,0.9547527242980474
1101,0,0.11128661823697196
1102,0,0.09420937386203138
1103,0,0.10059089100797106
1104,0,0.3340552187179349
1105,0,0.4775795790821238
1106,0,0.18665131770581342
1107,0,0.417972488519914
1108,1,0.6997061149752465
1109,0,0.19802536729394654
1110,1,0.9438775359477236
1111,0,0.10101710516201352
1112,1,0.788974418166569
1113,0,0.12657770914235783
1114,1,0.9612074114095276
1115,0,0.1264456223113722
1116,1,0.8450742762646075
1117,1,0.6784859962898392
1118,0,0.11863220708561895
1119,1,0.6995784494377016
1120,0,0.06868094772595343
1121,0,0.15910189210787476
1122,0,0.3495915100623803
1123,1,0.9227303812145158
1124,0,0.09111475995815504
1125,0,0.1299215063712953
1126,1,0.5856804306474204
1127,0,0.1305460950708009
1128,0,0.4314034525719189
1129,0,0.1788962191433868
1130,1,0.7796583314524286
1131,1,0.7412839230560941
1132,1,0.8354949234711854
1133,1,0.6483097483736108
1134,0,0.47366577054390413
1135,0,0.10094773644896074
1136,0,0.06305402441207467
1137,0,0.35161177830132107
1138,1,0.8360416618699932
1139,0,0.09411020806585324
1140,1,0.7382586077907668
1141,1,0.6469631231788795
1142,1,0.8631702729838586
1143,0,0.13058388651138228
1144,1,0.6618178351619299
1145,0,0.11561764014838283
1146,0,0.08764726963847869
1147,0,0.1008037980755941
1148,0,0.1298528468649609
1149,0,0.10101710516201352
1150,1,0.8455977233445685
1151,0,0.1264348194815076
1152,0,0.056670309882374564
1153,0,0.1264759575534646
1154,1,0.7613716907523697
1155,1,0.7482242075191097
1156,0,0.2548635239064937
1157,0,0.1009512785643603
1158,0,0.34371801145223846
1159,0,0.1008037980755941
1160,1,0.6368174905169797
1161,0,0.14389554639388735
1162,1,0.5131794851861621
1163,0,0.1298528468649609
1164,1,0.9693888615806732
1165,1,0.6272657802450836
1166,0,0.14008314746304013
1167,1,0.7964151290896083
1168,0,0.20005908064521094
1169,0,0.10808972275471825
1170,0,0.1454839181803936
1171,0,0.23724233758323673
1172,1,0.6783457951553713
1173,0,0.16221790257633031
1174,1,0.6995784494377016
1175,1,0.7663942768656149
1176,1,0.7484897375913864
1177,0,0.07723714653396418
1178,0,0.10067600586715508
1179,1,0.5371462734056446
1180,0,0.2332712008891275
1181,0,0.10101710516201352
1182,0,0.38685206063172284
1183,1,0.6832700367361547
1184,0,0.14008552644448496
1185,1,0.518005270659347
1186,0,0.07799456859671092
1187,0,0.10774253863171644
1188,1,0.9071437186355628
1189,0,0.07805368287986726
1190,0,0.3762466293242579
1191,0,0.09768291571194236
1192,0,0.08845514758675323
1193,1,0.5250300721692971
1194,0,0.1198720764303741
1195,0,0.11529949426417237
1196,1,0.6995784494377016
1197,1,0.7443536562893937
1198,0,0.04851536693959094
1199,0,0.21344157053097787
1200,0,0.2617444674727689
1201,0,0.4039532765673234
1202,0,0.1394759695463667
1203,0,0.1684667862786925
1204,0,0.10081445392500216
1205,1,0.6267246418191157
1206,1,0.9525066807863787
1207,1,0.7764335030723698
1208,0,0.4077867313213205
1209,0,0.25753410677425237
1210,0,0.10427980702628045
1211,0,0.14288040262961574
1212,0,0.10768794476102402
1213,0,0.25333612295455743
1214,1,0.6080477844024341
1215,0,0.33100361405979994
1216,1,0.9367151762229565
1217,0,0.11826602456661112
1218,1,0.9791014645690471
1219,0,0.3650978011538559
1220,0,0.15308402385760372
1221,0,0.24605610584510354
1222,1,0.6304910060500959
1223,1,0.523232691119474
1224,0,0.14008314746304013
1225,1,0.6957094128721668
1226,0,0.10429807943737783
1227,1,0.8309711502107197
1228,0,0.17952812914787067
1229,0,0.08030474855845578
1230,0,0.23538561090251875
1231,0,0.14008552644448496
1232,0,0.2645445530687509
1233,0,0.08838094046048807
1234,0,0.03678025841639114
1235,1,0.9695730453516179
1236,0,0.06730801247295945
1237,1,0.7302380335375523
1238,0,0.2139159055232122
1239,1,0.6386540483296431
1240,0,0.22680498354003908
1241,1,0.7861656227021606
1242,1,0.9351619231604972
1243,0,0.2180797914531525
1244,0,0.32601929025452536
1245,0,0.07741742844882876
1246,1,0.7401727092530949
1247,0,0.33193563519306674
1248,1,0.8867715711433809
1249,0,0.10094419444389037
1250,0,0.1298528468649609
1251,1,0.5406417726924072
1252,0,0.01077373802811718
1253,1,0.8225520842609846
1254,1,0.7861656227021606
1255,0,0.10463535208681933
1256,1,0.9894456331961282
1257,0,0.37337416531669204
1258,0,0.10509849519590721
1259,1,0.7167523435850506
1260,1,0.883455296475075
1261,0,0.262846771371228
1262,0,0.18421612486525615
1263,1,0.9740196381786974
1264,0,0.31316695023397156
1265,0,0.12393516219153419
1266,1,0.9417644671633073
1267,1,0.9565576615025793
1268,1,0.5150125320020612
1269,0,0.2447499897425925
1270,0,0.31684386646296336
1271,0,0.05170692616382176
1272,0,0.1298528468649609
1273,0,0.13836173815065095
1274,1,0.6438024584040307
1275,1,0.6376784488633859
1276,0,0.2018522807534135
1277,1,0.7646238190564683
1278,0,0.11487449216778094
1279,0,0.08105041567526314
1280,0,0.1613998656572511
1281,0,0.0744158003979205
1282,1,0.6454853182054734
1283,1,0.8768410984114072
1284,0,0.14096656552124945
1285,0,0.11140489733766878
1286,0,0.03382277254940073
1287,1,0.9530138571688451
1288,0,0.1468863513415053
1289,1,0.9885576175419435
1290,0,0.12247480639440304
1291,0,0.11801404780978347
1292,1,0.976553078961181
1293,0,0.11292299556601249
1294,1,0.9459095323166067
1295,0,0.49362323775077227
1296,0,0.3958194478561417
1297,0,0.4801464350982775
1298,0,0.17286872573107995
1299,1,0.5187183753018217
1300,1,0.6995495919457274
1301,1,0.7357430728512325
1302,1,0.6995784494377016
1303,1,0.8732560535721211
1304,1,0.6365183703404332
1305,0,0.10101710516201352
1306,1,0.9613190692417536
1307,0,0.07100500567837113
1308,0,0.10101710516201352
1309,0,0.09827047722387189
